Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
61,"[0.7174337556003519, 0.015323160167333504]","[0.7174337556003519, 0.015323160167333504]","[0.7634733285018701, 0.018323194987882627]","[0.6325228724011441, 0.012901585978784354]","[0.48246619388299977, 0.04354385674429656]","[0.4803006587036307, 0.09309787499837456]","[0.7174337556003519, 0.015323160167333504]","[0.4942086177242186, 0.01075799533557795]","[0.4435760357238677, 0.0038031737015880632]","[0.4894961144914392, 0.00900659438095614]","[0.3478318803468005, 0.0041304864402136]","[0.32895121274597744, 0.0018491234273610847]","[0.544795197287666, 0.002791198040071124]","[0.4432423488189016, 0.002688710029715024]","[0.2944391734630291, 0.005919774480210382]","[0.34539580866690534, 0.008778403325314146]","[0.33652385604982216, 0.004512323584132202]","[0.544795197287666, 0.002791198040071124]","[0.39683771976335475, 0.0035266220977553508]","[0.3513056295756622, 0.0016548206016002364]","[0.3331010528316927, 0.00426733002112614]","[0.1252675890378945, 0.004793014734859542]","[0.0, 0.0]","[0.12874123572526616, 0.004475397258009858]","[0.544795197287666, 0.002791198040071124]","[0.3804064028750789, 0.0037052704309590303]","[0.25092071577938735, 0.00021530157712692534]","[0.2851136570129803, 0.0030403635569741295]","[0.3635357109737433, 0.007221501805157145]","[0.0, 0.0]","[0.3567535010940771, 0.00722155021448392]"
62,"[0.7248941929258005, 0.0158227372897826]","[0.7248941929258005, 0.0158227372897826]","[0.7690724131135008, 0.016033771570195067]","[0.6282373633974324, 0.011070194604177061]","[0.5083428841888498, 0.04231500724637075]","[0.5062856257684492, 0.10007845717411497]","[0.7248941929258005, 0.0158227372897826]","[0.49168861469858194, 0.011933019673546852]","[0.4514831372745441, 0.004141529455879754]","[0.4858447313611913, 0.007929093019154423]","[0.3415368999901326, 0.007325279309640774]","[0.3272393002866244, 0.002397544162893454]","[0.5521869770198299, 0.004611391493999798]","[0.4514268593451502, 0.005015386257306064]","[0.2924741366616309, 0.0039864631400744295]","[0.35634947690178426, 0.006359943476277513]","[0.3428365752850471, 0.003320252187457064]","[0.5521869770198299, 0.004611391493999798]","[0.4067805498267126, 0.008805596861672671]","[0.3512577505120563, 0.0015943686186152975]","[0.3318487573769502, 0.0026546457922833684]","[0.12391530716865655, 0.008162692285110454]","[0.0, 0.0]","[0.12723295098983184, 0.00764832963163961]","[0.5521869770198299, 0.004611391493999798]","[0.38999485041401366, 0.00859588658968016]","[0.2685489217947139, 0.003399559636479616]","[0.2901062838370986, 0.004783947479716478]","[0.36035701839192646, 0.002977820209609613]","[0.0, 0.0]","[0.3536582663710982, 0.0029770569597442923]"
63,"[0.7318021614993087, 0.015756798855185928]","[0.7318021614993087, 0.015756798855185928]","[0.7750777250887523, 0.016284017143874563]","[0.6228886171108367, 0.009538112374867111]","[0.5329257399794073, 0.04321805357294848]","[0.5300667937725443, 0.09076745968108495]","[0.7318021614993087, 0.015756798855185928]","[0.4877674850693961, 0.009536060787078731]","[0.46723779657713094, 0.005258920918225963]","[0.48432930490085263, 0.01049211923626612]","[0.3351589498801478, 0.005009782196675179]","[0.33004066571735463, 0.003774633021766993]","[0.5745776281688384, 0.007863004095964812]","[0.4788555163778927, 0.009479488479381558]","[0.2980905117495208, 0.008193209182527687]","[0.35547225903153873, 0.0035176913473938787]","[0.3452008842825431, 0.0027947905882051032]","[0.5745776281688384, 0.007863004095964812]","[0.4178800022176252, 0.009227431123320595]","[0.3536697280429926, 0.0018064983593711974]","[0.3275459630435256, 0.0011344640137963206]","[0.12303635463026377, 0.01128845482292597]","[0.0, 0.0]","[0.12631601383521876, 0.011646444592415612]","[0.5745776281688384, 0.007863004095964812]","[0.4179484695805918, 0.014272109139266156]","[0.27939773195663076, 0.002721740353767124]","[0.30039808959119013, 0.006101671064972067]","[0.3614913548310021, 0.005568036132122218]","[0.0, 0.0]","[0.35508766616954324, 0.005625764892421288]"
64,"[0.7418057629891613, 0.017012813110441435]","[0.7418057629891613, 0.017012813110441435]","[0.7863238388343147, 0.018579472871058163]","[0.6168636616005083, 0.00849259205246218]","[0.5560271413663564, 0.04206402909117646]","[0.5445215777719331, 0.07564710077415966]","[0.7418057629891613, 0.017012813110441435]","[0.48327304307108726, 0.00844499170982865]","[0.4842874790145891, 0.005526444549904354]","[0.48911782612393384, 0.01469862286277142]","[0.3315845309949668, 0.03459625372233298]","[0.3313202375799109, 0.0035012499629529974]","[0.5958487467603965, 0.006994984811887297]","[0.5025891389815946, 0.008743464839010687]","[0.30389808762681936, 0.008351302496735828]","[0.35559562800921757, 0.00402572004143083]","[0.3484243807997173, 0.002930433622509806]","[0.5958487467603965, 0.006994984811887297]","[0.4322959326049477, 0.010288382883629875]","[0.347863559732003, 0.0002834981375064246]","[0.34270645213150286, 0.006072000467688312]","[0.12160334636437277, 0.007232237984672606]","[0.0, 0.0]","[0.12482287729489279, 0.007375852767078957]","[0.5958487467603965, 0.006994984811887297]","[0.4415764760568852, 0.013353610090798376]","[0.30253421996699764, 0.004139822998535892]","[0.3045089032505845, 0.004660029102824928]","[0.35987398211833693, 0.004074168174612942]","[0.0, 0.0]","[0.35344128263344937, 0.0040088195517042555]"
65,"[0.7502715885484386, 0.01663351820124588]","[0.7502715885484386, 0.01663351820124588]","[0.797007646892599, 0.01886774457239385]","[0.6105489623397613, 0.007941340303045373]","[0.5683839442463665, 0.03394554933232094]","[0.5561609512167478, 0.07170985008472416]","[0.7502715885484386, 0.01663351820124588]","[0.47823790486080475, 0.007397606993422434]","[0.48403543004337984, 0.003214595039697178]","[0.48964326805609265, 0.012535752481217967]","[0.3252340950423067, 0.0031080582212163078]","[0.33396055887113496, 0.0037804627992532934]","[0.5924254623572167, 0.002964530497856553]","[0.4997286897030708, 0.0032880677656482726]","[0.303741522611291, 0.0059453266112270585]","[0.37090000256814165, 0.007435217520537921]","[0.3577952264164862, 0.0038271980574751388]","[0.5924254623572167, 0.002964530497856553]","[0.45162354159032003, 0.011842170235961891]","[0.3409707980652397, 1.4278186215197927e-05]","[0.34825593490513906, 0.004324925886441913]","[0.12013359744773662, 0.006751830764472865]","[0.0, 0.0]","[0.1233078944376539, 0.0069908998808515905]","[0.5924254623572167, 0.002964530497856553]","[0.45225439650500865, 0.00979618995277924]","[0.3167208420072845, 0.0032542896436796123]","[0.3002370634288611, 0.0010960667702524791]","[0.3566879641269432, 0.002908376066869013]","[0.0, 0.0]","[0.3501910982030467, 0.0028021041509232085]"
66,"[0.7541702070637262, 0.015120088629132061]","[0.7541702070637262, 0.015120088629132061]","[0.8064100282408989, 0.018238705617602498]","[0.6036867956320255, 0.007044350985219944]","[0.5772584962364422, 0.0315149132317471]","[0.5668653558558321, 0.07098697551706025]","[0.7541702070637262, 0.015120088629132061]","[0.47527928342469034, 0.010504108664234253]","[0.4785567585920077, 0.0014271295821279364]","[0.4873186221795383, 0.009276417993216783]","[0.3198353515878795, 0.012213856104728365]","[0.3381344647584518, 0.004106875169852751]","[0.5870687550109983, 0.002264644200878019]","[0.4985624566728031, 0.00402548625786147]","[0.30370726078423227, 0.006040933469549899]","[0.3905192081264505, 0.008569181570239243]","[0.36775772095981796, 0.003972665937163786]","[0.5870687550109983, 0.002264644200878019]","[0.45886468227233196, 0.008562160914398962]","[0.33523886318288443, 0.0002381078740492817]","[0.345791551083643, 0.002124065699677142]","[0.11889599389184081, 0.008149951354453311]","[0.0, 0.0]","[0.12199961802680175, 0.008228774599023667]","[0.5870687550109983, 0.002264644200878019]","[0.4510355646701493, 0.005834624522984284]","[0.31076051213810524, 0.00010331199006364774]","[0.2958208529725984, 0.0009477137838328833]","[0.35607534306098737, 0.0047220702579862574]","[0.0, 0.0]","[0.3497602915866753, 0.0048163971323036785]"
67,"[0.7561238889311551, 0.014480760695040765]","[0.7561238889311551, 0.014480760695040765]","[0.8160895268288539, 0.021035636431299822]","[0.5956725707867934, 0.005339844882758521]","[0.5851338916100778, 0.03103632995005616]","[0.5796214863974374, 0.07567892181543351]","[0.7561238889311551, 0.014480760695040765]","[0.47277313232985635, 0.011076342193340232]","[0.4742262418366901, 0.0017739468535933034]","[0.4849011706196225, 0.009012566216657466]","[0.31418923114139624, 0.008284282726967188]","[0.35016556259453563, 0.005691973767115505]","[0.5862133707013475, 0.003795576933080155]","[0.508294462375049, 0.006304259333364548]","[0.3007914571529867, 0.0031459594421220922]","[0.4003088019442594, 0.006576432594293758]","[0.37142012991263307, 0.0031403785802304285]","[0.5862133707013475, 0.003795576933080155]","[0.45433519837598174, 0.0033112380219843785]","[0.33456564077298495, 0.0013062696654594504]","[0.34702012636252644, 0.0034609879067047404]","[0.11784631707706843, 0.009263559926630052]","[0.0, 0.0]","[0.12080219849156817, 0.008810646210205293]","[0.5862133707013475, 0.003795576933080155]","[0.44735529739513247, 0.003970041709494444]","[0.3109836460039783, 0.001732457974411798]","[0.29694117204127546, 0.0037576938795437585]","[0.3521915279357653, 0.002341558370600405]","[0.0, 0.0]","[0.34576878547833906, 0.002197837115329988]"
68,"[0.7574782966568859, 0.014297253859952013]","[0.7574782966568859, 0.014297253859952013]","[0.8252850504874113, 0.022334947319383243]","[0.5861442162919559, 0.003133513725608835]","[0.5849370977928616, 0.02429304882942316]","[0.5838135284007875, 0.0610221173306827]","[0.7574782966568859, 0.014297253859952013]","[0.46899486834306636, 0.008940859258311961]","[0.4723956930227173, 0.002582229754694192]","[0.4829205748975127, 0.009394682188178986]","[0.3111933752872844, 0.03626674841313629]","[0.35416207697967905, 0.004228443345665942]","[0.5844156440008906, 0.003459256478707148]","[0.5070881992372027, 0.0040628907723790405]","[0.29734306606280864, 0.002547151921275574]","[0.4064578980449393, 0.005864271912864762]","[0.3713076673439517, 0.002600894242569556]","[0.5844156440008906, 0.003459256478707148]","[0.4515394808792802, 0.0044483250351034925]","[0.3300946659328928, 0.0004755779001938444]","[0.34244935375434254, 0.0010960667702524514]","[0.11757867618522697, 0.014527503174865996]","[0.0, 0.0]","[0.12027618349735583, 0.013371095328579406]","[0.5844156440008906, 0.003459256478707148]","[0.44330306727542795, 0.0036283959141697707]","[0.31025168503673445, 0.001500484237164527]","[0.2929053448656499, 0.0011117747335203376]","[0.34807610325730254, 0.0021152443472236436]","[0.0, 0.0]","[0.34168440328877886, 0.002068513345091251]"
69,"[0.766724929818389, 0.01720292139724798]","[0.766724929818389, 0.01720292139724798]","[0.8340207979630407, 0.01921355352287398]","[0.5758433590172196, 0.0018659647690620854]","[0.5799434942197583, 0.014152745450044366]","[0.5731499991698105, 0.004652652667606405]","[0.766724929818389, 0.01720292139724798]","[0.46507368691102347, 0.008555341171196358]","[0.4772023192943835, 0.003823267310024572]","[0.48240785616472787, 0.011020015578834828]","[0.3064838907956236, 0.016693749382070588]","[0.3509522683639532, 0.0019033973103958343]","[0.5821747851792999, 0.0032905955466508807]","[0.5040016062114671, 0.003190441861218445]","[0.2968923936320962, 0.005430882245440312]","[0.4236622670324351, 0.008403426420677531]","[0.38078517959414454, 0.003981799237805511]","[0.5821747851792999, 0.0032905955466508807]","[0.4661780107198304, 0.010446544047897991]","[0.33571642311161676, 0.0018746511204682389]","[0.37410230239686465, 0.0095102990941171]","[0.11538592333012897, 0.0011010045491618328]","[0.0, 0.0]","[0.11801430676572208, 0.001013923662181391]","[0.5821747851792999, 0.0032905955466508807]","[0.44299771829445034, 0.006327535711991868]","[0.30918468518572756, 0.0013978215309318083]","[0.29285658709042417, 0.003358013480837096]","[0.3436545977844609, 0.00183241962716744]","[0.0, 0.0]","[0.3372137466336936, 0.0017241241081002768]"
70,"[0.778256571380314, 0.01820545147291151]","[0.778256571380314, 0.01820545147291151]","[0.8423197580648887, 0.019637205194462392]","[0.565185570033444, 0.0011258943580627202]","[0.5749724345091171, 0.013985367790069815]","[0.5660431024745921, 0.019992214664822035]","[0.778256571380314, 0.01820545147291151]","[0.46119540924265057, 0.0084585053525128]","[0.5023884009639694, 0.006669593684690912]","[0.48956976142034486, 0.014922252185593366]","[0.30176593467653856, 0.015552457513325802]","[0.34622783583535777, 0.0011271738926033957]","[0.5784535019603718, 0.002757915584107968]","[0.5015909333782834, 0.0034585740134721833]","[0.2966062961218628, 0.0055620965052971105]","[0.44984011631584375, 0.010595906327142713]","[0.3976314281012804, 0.0050876656110366925]","[0.5784535019603718, 0.002757915584107968]","[0.46356196817544254, 0.004671285964449015]","[0.3508507420837131, 0.0026740109452994786]","[0.40539718727702145, 0.010033897869715407]","[0.11459407193714559, 0.010476787545103403]","[0.0, 0.0]","[0.11716025873071398, 0.010607440756270231]","[0.5784535019603718, 0.002757915584107968]","[0.437749793954174, 0.0026620987588823644]","[0.3100198223097767, 0.0017642330301213753]","[0.28914812047231, 0.0012287117934040373]","[0.34476699170355457, 0.005272810450296374]","[0.0, 0.0]","[0.33739371875054475, 0.0049661988984237735]"
71,"[0.7847602791049575, 0.0165799452370213]","[0.7847602791049575, 0.0165799452370213]","[0.8502037701616443, 0.020984363316241563]","[0.5541285281077514, 0.00032288589292272217]","[0.5706101366787615, 0.015055651362272453]","[0.5573866224805679, 0.012215730265237099]","[0.7847602791049575, 0.0165799452370213]","[0.45613730898256205, 0.006465747806432462]","[0.5272689809157709, 0.009122360388804858]","[0.496923553482366, 0.01502680685449955]","[0.29586318808957285, 0.0014595994809286027]","[0.35109962818699375, 0.004357259393533056]","[0.5772967073623624, 0.0036228869220975165]","[0.5127487894971029, 0.006518480751280402]","[0.301244097720614, 0.007632717368131812]","[0.4608513512579919, 0.0074887984453475]","[0.40180504467378797, 0.00340525931739102]","[0.5772967073623624, 0.0036228869220975165]","[0.4704761755090132, 0.008318604669467525]","[0.34633490130522304, 0.0005178651092223218]","[0.3991411583554456, 0.0009232791743050037]","[0.11413945855277888, 0.012659614203980638]","[0.0, 0.0]","[0.11657822972808554, 0.012374441811361816]","[0.5772967073623624, 0.0036228869220975165]","[0.44511487594700727, 0.008598869285983857]","[0.3097039354620729, 0.0015847510195436522]","[0.285241120613238, 0.0010611601852124702]","[0.34355617799347626, 0.0040907113865952]","[0.0, 0.0]","[0.3363697723906357, 0.004164373598497516]"
72,"[0.7883276862047823, 0.015626310871716512]","[0.7883276862047823, 0.015626310871716512]","[0.857693581653562, 0.02136771745820987]","[0.5431424671429234, 0.0001261746851174439]","[0.5649482460204575, 0.012126539657153514]","[0.5543204645215078, 0.037015077749617716]","[0.7883276862047823, 0.015626310871716512]","[0.4507956804698335, 0.005839968724181643]","[0.5509055318699824, 0.009454358738185623]","[0.4979020622960798, 0.012062834005083442]","[0.291389120702679, 0.015879558194157765]","[0.368377900655824, 0.0068396134812907265]","[0.5749517874877726, 0.0031997744531371292]","[0.5269752534404026, 0.0071508409022913964]","[0.30222375485853337, 0.006263867552362622]","[0.4619501386066745, 0.005391310499191486]","[0.40139002655733846, 0.0026930169794125774]","[0.5749517874877726, 0.0031997744531371292]","[0.47976221671319863, 0.008999819186388912]","[0.36958876626944426, 0.0033213998802128887]","[0.3971974926126154, 0.0030089476304382043]","[0.11312839123854487, 0.008736087874000672]","[0.0, 0.0]","[0.11550459630375542, 0.008818267019533395]","[0.5749517874877726, 0.0031997744531371292]","[0.44096264107991656, 0.00348062707038404]","[0.3074962220568541, 0.0010680928236596258]","[0.28069054527037646, 0.0006457718232378835]","[0.3413611819665114, 0.003360841258707957]","[0.0, 0.0]","[0.3340241313808962, 0.0031833212185762884]"
73,"[0.7908136779670107, 0.015296248873195497]","[0.7908136779670107, 0.015296248873195497]","[0.8626024186170306, 0.020077943835740627]","[0.5327559005687147, 0.0006219192617742712]","[0.5610316762878219, 0.015563724386754]","[0.5483110752212212, 0.023230088450337513]","[0.7908136779670107, 0.015296248873195497]","[0.44696657559305086, 0.007971698800847435]","[0.5722798184452585, 0.00783266297315375]","[0.4951631924427763, 0.008340807102096538]","[0.28682815020639363, 0.013930169568390117]","[0.36919905724230884, 0.0037765190368171547]","[0.5812666070374742, 0.004874833854476625]","[0.5249531811521215, 0.0038089966847669986]","[0.3021626666439864, 0.005817015262481357]","[0.4625878380738192, 0.005295814217298322]","[0.40079367173475205, 0.002622018127628723]","[0.5812666070374742, 0.004874833854476625]","[0.47681039277567305, 0.004520323532024693]","[0.36570819674505267, 0.000710270937354776]","[0.39072572747854506, 0.0007330382858376075]","[0.11311665369324408, 0.01541489160865816]","[0.0, 0.0]","[0.11536210863641162, 0.015160293893900145]","[0.5812666070374742, 0.004874833854476625]","[0.44828729735688916, 0.008584213561328045]","[0.30953334413984185, 0.001856558465028222]","[0.2905590278560487, 0.005290092962794775]","[0.3400607965828765, 0.0039672978616869066]","[0.0, 0.0]","[0.33269908112825375, 0.0038851069718132277]"
74,"[0.7951821339530388, 0.01602838717586837]","[0.7951821339530388, 0.01602838717586837]","[0.8684493893944496, 0.020572649983411597]","[0.52263015995406, 0.000690400807218059]","[0.5609607403176118, 0.02349903647572538]","[0.5708955214601602, 0.13679722049296436]","[0.7951821339530388, 0.01602838717586837]","[0.44436253358327993, 0.009688729667172028]","[0.579125246983083, 0.005662183008642061]","[0.4918040287293035, 0.007479750525754067]","[0.2817793413455284, 0.007558029598051828]","[0.3948815416919093, 0.008661430638020974]","[0.6005082124955258, 0.006712493443659563]","[0.5487055220945154, 0.012079551685884007]","[0.32406591468039003, 0.014333968393681252]","[0.47553434895491364, 0.008041991418488308]","[0.41502939930433524, 0.0048299652717787725]","[0.6005082124955258, 0.006712493443659563]","[0.5012386380797653, 0.01350486367403339]","[0.3936090494853041, 0.0037358203395810937]","[0.39596932571436844, 0.004932300466135994]","[0.1121507651895331, 0.00885157349369145]","[0.0, 0.0]","[0.11422898981065653, 0.008192950010380624]","[0.6005082124955258, 0.006712493443659563]","[0.46687452434909565, 0.011947844580531575]","[0.3084906322710242, 0.0013651947882364938]","[0.29403945009660565, 0.003940953451003205]","[0.33362940021104887, 0.0002651329167553591]","[0.0, 0.0]","[0.3263911952509298, 0.0002507147103780691]"
75,"[0.8041094514167332, 0.01777179833491936]","[0.8041094514167332, 0.01777179833491936]","[0.8704900593599654, 0.01909429602142271]","[0.5126993607535237, 0.0006796876864405077]","[0.5548190191928997, 0.010698109735443892]","[0.5782313514972636, 0.06657092987276547]","[0.8041094514167332, 0.01777179833491936]","[0.44115650233111603, 0.008645317782880782]","[0.5804879323962844, 0.004828237579332232]","[0.4895340114508848, 0.008554064868829026]","[0.2789170648541699, 0.03045823876695618]","[0.40251135035525965, 0.0053692991020086855]","[0.5970874627821576, 0.0029824290200382493]","[0.5542310173951662, 0.0061407262095905125]","[0.3355505043826268, 0.01067902575784029]","[0.49073049993747614, 0.008679907180087813]","[0.42979386749610504, 0.004997152249988618]","[0.5970874627821576, 0.0029824290200382493]","[0.5061657645014086, 0.00834897907857144]","[0.40961161886109676, 0.002854806840919475]","[0.3946480443830456, 0.003281218993749324]","[0.11062132416412511, 0.0048570259145512785]","[0.0, 0.0]","[0.11266725389547275, 0.005032314019982707]","[0.5970874627821576, 0.0029824290200382493]","[0.46747440096870746, 0.00695677809528491]","[0.30590540407446226, 0.0009456823744731237]","[0.2974550395745476, 0.00392000949997923]","[0.3311825177906077, 0.003025715176362076]","[0.0, 0.0]","[0.32385000394578356, 0.0028837923419341585]"
76,"[0.8139039788458965, 0.018544555627184253]","[0.8139039788458965, 0.018544555627184253]","[0.866584671566993, 0.01417773777083761]","[0.5034152299071022, 0.0012617545135544294]","[0.548432324304334, 0.009920195091270486]","[0.5776898843997428, 0.0511164170775744]","[0.8139039788458965, 0.018544555627184253]","[0.439068093505289, 0.010197348015555394]","[0.5894989741203185, 0.006040626119851434]","[0.48854459260960853, 0.009841486371233952]","[0.27530707799087845, 0.021604309806955352]","[0.40914614199215976, 0.00524711830151321]","[0.5902733000622505, 0.001779482061866911]","[0.5503001816660562, 0.0033277505670155664]","[0.34605762013826297, 0.010480050669652383]","[0.4980968648289028, 0.007098861280300744]","[0.4389337012942984, 0.004303051339259065]","[0.5902733000622505, 0.001779482061866911]","[0.4973098218367095, 0.0008777092383452907]","[0.4020275576373619, 0.00012030125638023353]","[0.38994033051028887, 0.0015830136315588628]","[0.10950549559751227, 0.007441135948130764]","[0.0, 0.0]","[0.1114891279078357, 0.007468175430685149]","[0.5902733000622505, 0.001779482061866911]","[0.4637402779325283, 0.004066892819632075]","[0.30427735420016494, 0.001178401526126375]","[0.30336562189533334, 0.004445353604829575]","[0.3288378812976204, 0.0030600382360046075]","[0.0, 0.0]","[0.3213690695347962, 0.002886447735095388]"
77,"[0.8221241318217636, 0.017917993925137685]","[0.8221241318217636, 0.017917993925137685]","[0.865309322776626, 0.016854849090082318]","[0.495232060553974, 0.002449484778658882]","[0.5420219777180745, 0.009598465595778606]","[0.5795288128204782, 0.05697355119712196]","[0.8221241318217636, 0.017917993925137685]","[0.4386271767816914, 0.012565337347516732]","[0.609572370477558, 0.007904885671207477]","[0.48793754006348483, 0.010133351313476188]","[0.2726913566072317, 0.03170506761422429]","[0.4121613925584408, 0.00460083915095905]","[0.5856209519259689, 0.002481132410315507]","[0.5482602636173313, 0.004165523839863802]","[0.34235559025725976, 0.0030783534584934995]","[0.49443311064820067, 0.0035004151429533924]","[0.43519188934201714, 0.0017663315769681158]","[0.5856209519259689, 0.002481132410315507]","[0.49544477306804025, 0.005568578493976527]","[0.3981013198336894, 0.0008047797829685505]","[0.3828724505283466, 0.0003630284844148296]","[0.10859757174091314, 0.00867359854810227]","[0.0, 0.0]","[0.11054004162809108, 0.008874740804026523]","[0.5856209519259689, 0.002481132410315507]","[0.46367131598587275, 0.006647688500211703]","[0.3118189507489538, 0.002376347710089739]","[0.30149207757344526, 0.002216568150032761]","[0.32732564105681833, 0.003617219729104065]","[0.0, 0.0]","[0.31964368376625424, 0.0033914522578963025]"
78,"[0.8309478930401685, 0.018372823124513535]","[0.8309478930401685, 0.018372823124513535]","[0.8668914714534325, 0.018828880263430568]","[0.4887127663317793, 0.0043933878802830985]","[0.5352164250071995, 0.008493776909067495]","[0.5776529457900301, 0.04502595041086199]","[0.8309478930401685, 0.018372823124513535]","[0.4369740598937831, 0.010671764211726636]","[0.6290937519536801, 0.009772327682003723]","[0.48728624417952154, 0.009958134136106541]","[0.26776364589900226, 0.005767399106976201]","[0.4093975463527447, 0.002684082490423433]","[0.5840924830494751, 0.003530568588539811]","[0.5448343767031838, 0.0034982429910816576]","[0.348418888747238, 0.008830044686780163]","[0.4942862569263118, 0.005409400005028451]","[0.43696768797804414, 0.003296313704612454]","[0.5840924830494751, 0.003530568588539811]","[0.5068162702554473, 0.00991238910586177]","[0.41480421255669053, 0.0028320142630897647]","[0.3790829254670093, 0.0019198621771937434]","[0.10715689073312831, 0.004931494515921195]","[0.0, 0.0]","[0.10906670203175968, 0.0050984523903274594]","[0.5840924830494751, 0.003530568588539811]","[0.47495244990304314, 0.009925676555841086]","[0.3118577066967654, 0.0016236259911153502]","[0.30593062807903243, 0.0040770891326587745]","[0.32437140236883727, 0.002562472849315444]","[0.0, 0.0]","[0.31674495163868305, 0.002516607456638027]"
79,"[0.8394004983881601, 0.01879202370634504]","[0.8394004983881601, 0.01879202370634504]","[0.8635940821498046, 0.014735091341339468]","[0.483416281986827, 0.005803923778575029]","[0.5281077560296712, 0.007566910295862007]","[0.5684341498101249, 0.010816137698920167]","[0.8394004983881601, 0.01879202370634504]","[0.43240807445493384, 0.006224239846806021]","[0.6476390643559962, 0.011698291847117785]","[0.48939256706405737, 0.01144602807401475]","[0.2658570463491935, 0.037781612111660035]","[0.40300270002361294, 0.0008780465547644896]","[0.5811382119442642, 0.0030240980165223068]","[0.540804061163365, 0.0031819669901199336]","[0.3451121997351063, 0.003472413401566785]","[0.48822784288664406, 0.002123284325478615]","[0.431728038234834, 0.001223523450983368]","[0.5811382119442642, 0.0030240980165223068]","[0.5040689800661385, 0.005040527591382925]","[0.4365357327121539, 0.0032482073939870664]","[0.373464601947803, 0.0009738937226128286]","[0.10517007041506304, 0.0010508874743234665]","[0.0, 0.0]","[0.10704319236081959, 0.0010885804221324586]","[0.5811382119442642, 0.0030240980165223068]","[0.4705815272656231, 0.0036812822344225856]","[0.30685063066134777, 0.00031776553434828135]","[0.30006561640792556, 0.00013089969389959674]","[0.3247439167091808, 0.004727993315383514]","[0.0, 0.0]","[0.31750998139149755, 0.004776097972980711]"
80,"[0.8442195998807266, 0.017365259322948405]","[0.8442195998807266, 0.017365259322948405]","[0.8589789227568404, 0.013281291606672943]","[0.47856211108512353, 0.006232218467700941]","[0.5217695143196865, 0.008886393216068262]","[0.5603496037209897, 0.015213635586034993]","[0.8442195998807266, 0.017365259322948405]","[0.428499906130237, 0.007033118731938895]","[0.6652571111381964, 0.011256958513561443]","[0.4919798260477355, 0.011565401384731167]","[0.26113258554237845, 0.00648901666778414]","[0.39925402580995367, 0.002110453352841013]","[0.5775528914051262, 0.002783515421617204]","[0.5390058274958363, 0.004173697665150197]","[0.34296848193164803, 0.004493611496292821]","[0.5028816148004637, 0.00866101024837622]","[0.4405310111905485, 0.00424322059280246]","[0.5775528914051262, 0.002783515421617204]","[0.497529773497952, 0.002404084953396892]","[0.4517036458518832, 0.0027967232210097553]","[0.3690618842900431, 0.0015201817784870541]","[0.10476735821864291, 0.011397705735518186]","[0.0, 0.0]","[0.10659433397917234, 0.01164322084368432]","[0.5775528914051262, 0.002783515421617204]","[0.46523845197105873, 0.0029120013277820424]","[0.3046126472887623, 0.0010018833959960928]","[0.3033206725521307, 0.0037245326237558846]","[0.3224708226231006, 0.0030039293821460676]","[0.0, 0.0]","[0.31508978496919765, 0.0028223323190589033]"
81,"[0.846182237693887, 0.016383611088314282]","[0.846182237693887, 0.016383611088314282]","[0.857427198172043, 0.01639703598734376]","[0.4733374304931791, 0.005619926049176394]","[0.5151030435013708, 0.007926798791836505]","[0.5546401858356748, 0.02546080607700247]","[0.846182237693887, 0.016383611088314282]","[0.4258782785517795, 0.008780935206957361]","[0.676209837092681, 0.008360608231640523]","[0.4970854662389338, 0.012549923061233585]","[0.25877570093916763, 0.031356628667002874]","[0.39792164359309146, 0.003255403367286606]","[0.5742499753441661, 0.002854994513116652]","[0.5363900536486204, 0.003773882552805862]","[0.3626729052039404, 0.013861794027454495]","[0.5277375340604404, 0.0127847760426451]","[0.46726893568494776, 0.006798439564611794]","[0.5742499753441661, 0.002854994513116652]","[0.5096473512455192, 0.009992003874483726]","[0.47253100909259554, 0.0032436380944354413]","[0.367504139053396, 0.002885029253546598]","[0.10379817829746221, 0.007523760896143074]","[0.0, 0.0]","[0.10559880240941777, 0.007801318019157074]","[0.5742499753441661, 0.002854994513116652]","[0.4698440066096513, 0.00795455910478657]","[0.3256974092596999, 0.0037126639044216606]","[0.30092652290837674, 0.0018500490071139308]","[0.3283310874430132, 0.006248955886747278]","[0.0, 0.0]","[0.3206680615638069, 0.006119150840719808]"
