Frame index,Hips,LHipJoint,LeftUpLeg,LeftLeg,LeftFoot,LeftToeBase,RHipJoint,RightUpLeg,RightLeg,RightFoot,RightToeBase,LowerBack,Spine,Spine1,Neck,Neck1,Head,LeftShoulder,LeftArm,LeftForeArm,LeftHand,LeftFingerBase,LeftHandIndex1,LThumb,RightShoulder,RightArm,RightForeArm,RightHand,RightFingerBase,RightHandIndex1,RThumb
778,"[1.727, 16.3972, 0.1746, 6.9588, -39.3335, -24.4488]","[0.0, 0.0, 0.0]","[-10.5668, -9.1654, -11.0663]","[10.9612, 17.916, 62.6554]","[0.0656, -12.8181, -9.8236]","[0.4738, -4.4144, -12.2456]","[0.0, 0.0, 0.0]","[5.3315, 12.6222, 14.5245]","[-11.4908, -18.167, 64.3653]","[-0.4991, 5.7428, -12.6197]","[-1.5823, 7.9357, -22.519]","[4.4519, 2.4719, 4.3763]","[1.8007, 3.4275, 2.7819]","[-0.7646, 1.7487, 0.5647]","[-1.6615, 0.626, -8.4595]","[11.1996, -2.7081, 31.675]","[4.1724, -0.2049, 11.9382]","[-0.0, 0.0, 0.0]","[-131.6344, -54.6482, 77.6895]","[120.8671, -56.0744, -86.3794]","[-0.0, 0.0, -56.5639]","[11.4426, 15.5772, 3.1112]","[-7.125, 0.0, -0.0]","[-15.0861, 45.3029, -0.1155]","[-0.0, 0.0, 0.0]","[139.9457, 56.9152, 83.4088]","[-118.0985, 56.7957, -84.0722]","[0.0, -0.0, -69.4942]","[-19.5839, 8.5139, -3.015]","[7.125, -0.0, -0.0]","[5.2636, -20.968, 3.0441]"
779,"[1.6844, 16.27, 0.2388, 6.9756, -38.9334, -25.1082]","[0.0, 0.0, 0.0]","[-10.8691, -8.9844, -10.5936]","[11.3341, 18.0947, 63.8618]","[0.1586, -13.0632, -11.0686]","[0.4703, -4.3985, -12.2005]","[0.0, 0.0, 0.0]","[5.4402, 12.5562, 15.3361]","[-11.7249, -18.2719, 65.1143]","[-0.5508, 6.357, -13.2915]","[-1.7048, 8.2221, -23.3906]","[3.7389, 2.5732, 4.3397]","[2.3505, 3.5515, 2.4413]","[0.1787, 1.7893, 0.1594]","[-1.8888, 0.3481, -7.8849]","[11.0217, -3.0384, 31.8934]","[4.1093, -0.414, 11.9319]","[0.0, -0.0, 0.0]","[-135.0399, -55.3694, 80.368]","[120.4808, -56.1804, -86.0587]","[-0.0, 0.0, -55.8482]","[11.7284, 16.0481, 3.2847]","[-7.125, 0.0, -0.0]","[-14.98, 45.7984, -0.302]","[0.0, -0.0, 0.0]","[141.3823, 57.841, 85.0052]","[-117.3429, 56.9774, -83.4393]","[0.0, -0.0, -70.4349]","[-19.4782, 8.7738, -3.0881]","[7.125, -0.0, -0.0]","[5.3402, -20.7008, 3.1211]"
780,"[1.6454, 16.1501, 0.2958, 6.6664, -38.5727, -25.3559]","[0.0, 0.0, 0.0]","[-10.8009, -8.9106, -10.6037]","[11.7808, 18.2964, 65.2922]","[0.3347, -12.8948, -12.872]","[0.7235, -5.4353, -15.1543]","[0.0, 0.0, 0.0]","[5.7881, 12.429, 15.8671]","[-11.9937, -18.388, 65.969]","[-0.5877, 6.8674, -13.7643]","[-1.7502, 8.3251, -23.7059]","[3.5306, 2.5557, 4.0881]","[2.758, 3.5214, 2.141]","[0.7152, 1.7653, -0.0486]","[-2.0683, 0.148, -7.2275]","[10.9441, -3.2799, 31.94]","[4.0788, -0.5726, 11.8331]","[0.0, -0.0, 0.0]","[-137.394, -56.3255, 82.3605]","[119.8257, -56.3562, -85.5139]","[-0.0, 0.0, -53.8693]","[10.4142, 15.9369, 2.889]","[-7.125, 0.0, -0.0]","[-16.1281, 45.5298, -0.2166]","[0.0, -0.0, 0.0]","[143.1974, 58.7871, 87.0116]","[-116.8531, 57.0918, -83.0284]","[0.0, -0.0, -70.9039]","[-20.1569, 8.0642, -2.9478]","[7.125, -0.0, -0.0]","[4.8483, -21.4096, 2.7536]"
781,"[1.6141, 16.0241, 0.3445, 5.9294, -38.5124, -25.2362]","[0.0, 0.0, 0.0]","[-10.1311, -8.829, -10.8133]","[12.2483, 18.4937, 66.7738]","[0.49, -13.0248, -14.4518]","[0.9667, -6.2601, -17.5408]","[0.0, 0.0, 0.0]","[6.6283, 12.4557, 16.2262]","[-12.3079, -18.5178, 66.9614]","[-0.6049, 7.1216, -13.9843]","[-1.8469, 8.5397, -24.3657]","[3.8914, 2.5227, 3.8319]","[3.198, 3.4861, 1.8809]","[0.9721, 1.7433, -0.1787]","[-2.4715, 0.0588, -6.6778]","[11.2895, -3.4643, 32.0759]","[4.2668, -0.6796, 11.7986]","[0.0, -0.0, 0.0]","[-138.9209, -57.4515, 84.0343]","[119.6643, -56.3987, -85.3794]","[-0.0, 0.0, -53.1207]","[10.3406, 15.9104, 2.8635]","[-7.125, 0.0, -0.0]","[-16.1854, 45.4952, -0.2032]","[0.0, -0.0, 0.0]","[144.9741, 59.7663, 89.1565]","[-116.4949, 57.1738, -82.7276]","[0.0, -0.0, -71.4251]","[-20.9467, 6.9298, -2.6444]","[7.125, -0.0, -0.0]","[4.2704, -22.5712, 2.3104]"
782,"[1.5847, 15.8915, 0.3894, 5.2499, -38.5651, -25.0071]","[0.0, 0.0, 0.0]","[-9.352, -8.7628, -11.1315]","[12.7003, 18.6713, 68.1921]","[0.5713, -13.7368, -15.4799]","[0.9972, -6.3549, -17.8177]","[0.0, 0.0, 0.0]","[7.4055, 12.5733, 16.4143]","[-12.6483, -18.6515, 68.0294]","[-0.6303, 7.3072, -14.2822]","[-2.0083, 8.8833, -25.4308]","[4.4244, 2.472, 3.4324]","[3.5476, 3.4167, 1.6865]","[1.0518, 1.7074, -0.1454]","[-2.9923, 0.0635, -6.3091]","[11.7765, -3.559, 32.3825]","[4.5542, -0.7375, 11.8678]","[0.0, 0.0, 0.0]","[-139.9819, -58.7055, 85.2776]","[119.2304, -56.5116, -85.0178]","[-0.0, 0.0, -52.8765]","[9.0841, 14.9253, 2.3582]","[-7.125, 0.0, -0.0]","[-16.9794, 44.3961, 0.2609]","[0.0, 0.0, 0.0]","[146.9142, 60.6753, 91.5572]","[-115.8647, 57.3148, -82.1975]","[0.0, -0.0, -71.7865]","[-20.4841, 6.5271, -2.4316]","[7.125, -0.0, -0.0]","[4.6112, -23.0222, 2.4482]"
783,"[1.5561, 15.7546, 0.4284, 4.9006, -38.4583, -24.8988]","[0.0, 0.0, 0.0]","[-8.8747, -8.9332, -11.4839]","[13.1196, 18.8249, 69.4965]","[0.5733, -14.8779, -15.9694]","[0.7852, -5.6571, -15.7926]","[0.0, 0.0, 0.0]","[7.7405, 12.6187, 16.5245]","[-12.986, -18.7771, 69.0821]","[-0.6746, 7.7684, -14.807]","[-2.1103, 9.092, -26.0837]","[4.679, 2.33, 3.0081]","[3.7778, 3.2118, 1.5155]","[1.1681, 1.6037, -0.0856]","[-3.469, 0.1664, -5.8516]","[12.1281, -3.4742, 32.6502]","[4.7996, -0.7295, 11.8808]","[0.0, -0.0, 0.0]","[-140.476, -60.0637, 86.0001]","[119.5188, -56.4368, -85.2583]","[-0.0, 0.0, -53.8567]","[9.9444, 15.254, 2.6411]","[-7.125, 0.0, -0.0]","[-16.3229, 44.8121, 0.0778]","[0.0, -0.0, 0.0]","[148.9417, 61.2966, 94.1319]","[-115.0982, 57.4806, -81.5518]","[0.0, -0.0, -71.7678]","[-19.6226, 6.9522, -2.4711]","[7.125, -0.0, -0.0]","[5.2411, -22.6127, 2.8345]"
784,"[1.5319, 15.6146, 0.4525, 4.7113, -38.2528, -24.9326]","[0.0, 0.0, 0.0]","[-8.4932, -9.2157, -11.8497]","[13.5264, 18.9641, 70.7529]","[0.5466, -16.0627, -16.2761]","[0.6646, -5.2137, -14.519]","[0.0, 0.0, 0.0]","[7.8979, 12.6076, 16.6551]","[-13.3168, -18.8936, 70.1067]","[-0.7353, 8.3238, -15.4947]","[-2.1786, 9.2286, -26.5131]","[4.7803, 2.1703, 2.8553]","[3.8932, 2.9994, 1.3448]","[1.2382, 1.4942, -0.1796]","[-3.7613, 0.2537, -5.4132]","[12.3758, -3.4293, 32.9898]","[4.9712, -0.7292, 11.9287]","[0.0, 0.0, 0.0]","[-140.515, -61.3594, 86.2844]","[119.5548, -56.4274, -85.2882]","[-0.0, 0.0, -54.3119]","[10.6662, 15.3926, 2.8619]","[-7.125, 0.0, -0.0]","[-15.7233, 45.0308, -0.0123]","[0.0, 0.0, 0.0]","[150.7908, 61.7412, 96.3527]","[-114.9077, 57.5209, -81.3912]","[0.0, -0.0, -72.0968]","[-19.4573, 6.3134, -2.2248]","[7.125, -0.0, -0.0]","[5.3698, -23.294, 2.8206]"
785,"[1.5094, 15.4851, 0.47, 4.6677, -38.0551, -25.1229]","[0.0, 0.0, 0.0]","[-8.1854, -9.3394, -12.2601]","[13.9458, 19.0975, 72.039]","[0.6968, -16.3789, -17.6078]","[1.1294, -6.7499, -18.9766]","[0.0, 0.0, 0.0]","[7.9228, 12.6149, 16.886]","[-13.6161, -18.9934, 71.0285]","[-0.7922, 8.9326, -16.134]","[-2.2735, 9.414, -27.0991]","[5.2878, 2.5573, 2.9494]","[3.2288, 3.5418, 1.2918]","[0.2568, 1.7702, -0.2063]","[-2.2976, -0.2231, -5.7629]","[12.5174, -4.527, 33.3969]","[4.6647, -1.011, 12.2917]","[-0.0, 0.0, 0.0]","[-141.5914, -61.561, 89.1542]","[119.723, -56.3833, -85.4284]","[-0.0, 0.0, -55.0354]","[11.3219, 15.6963, 3.1005]","[-7.125, 0.0, -0.0]","[-15.2328, 45.4049, -0.1559]","[-0.0, 0.0, 0.0]","[152.8193, 63.4212, 97.2749]","[-115.1743, 57.4644, -81.616]","[0.0, -0.0, -72.4396]","[-19.1714, 5.4671, -1.8972]","[7.125, -0.0, -0.0]","[5.5966, -24.1966, 2.824]"
786,"[1.4866, 15.3606, 0.4835, 4.9292, -37.7941, -25.5299]","[0.0, 0.0, 0.0]","[-8.1677, -9.4248, -12.58]","[14.331, 19.2114, 73.2128]","[0.8478, -16.6439, -18.8502]","[1.6278, -8.0436, -22.8464]","[0.0, 0.0, 0.0]","[7.6174, 12.6561, 17.1915]","[-13.8853, -19.0789, 71.8539]","[-0.8328, 9.7473, -16.6476]","[-2.4189, 9.689, -27.9753]","[4.9319, 2.3712, 3.0185]","[3.3064, 3.2907, 1.2876]","[0.5353, 1.6422, -0.2829]","[-2.5541, -0.0947, -5.7526]","[12.5329, -4.3802, 33.9676]","[4.7698, -0.9667, 12.5178]","[0.0, -0.0, 0.0]","[-141.7117, -62.3742, 89.271]","[120.1638, -56.2661, -85.7951]","[-0.0, 0.0, -55.014]","[11.053, 15.7575, 3.0366]","[-7.125, 0.0, -0.0]","[-15.4946, 45.4323, -0.1694]","[0.0, -0.0, 0.0]","[154.4639, 63.3964, 99.2513]","[-115.4677, 57.4015, -81.8632]","[0.0, -0.0, -73.1442]","[-18.853, 5.0931, -1.7363]","[7.125, -0.0, -0.0]","[5.8429, -24.6005, 2.8946]"
787,"[1.4668, 15.2352, 0.4905, 5.3456, -37.474, -26.0886]","[0.0, 0.0, 0.0]","[-8.2948, -9.5487, -12.7845]","[14.6861, 19.3091, 74.2892]","[0.6525, -18.086, -18.0451]","[1.1178, -6.7164, -18.8779]","[0.0, 0.0, 0.0]","[7.1526, 12.7082, 17.6537]","[-14.118, -19.1494, 72.5645]","[-0.8752, 10.8657, -17.248]","[-2.5038, 9.8449, -28.4759]","[4.5567, 2.3632, 3.1673]","[3.0987, 3.2776, 1.3738]","[0.5256, 1.6373, -0.2874]","[-2.2777, -0.1232, -5.5925]","[12.656, -4.5529, 34.1653]","[4.7599, -0.9981, 12.5895]","[0.0, 0.0, 0.0]","[-142.4806, -62.5299, 90.4905]","[120.4986, -56.1756, -86.0734]","[-0.0, 0.0, -54.6743]","[10.221, 15.5712, 2.771]","[-7.125, 0.0, -0.0]","[-16.1798, 45.1519, -0.0623]","[0.0, 0.0, 0.0]","[155.9336, 63.6305, 100.503]","[-115.7875, 57.3318, -82.1325]","[0.0, -0.0, -73.7182]","[-18.618, 5.175, -1.7405]","[7.125, -0.0, -0.0]","[6.016, -24.5221, 2.9922]"
788,"[1.4489, 15.1116, 0.4912, 5.8282, -37.0953, -26.6882]","[0.0, 0.0, 0.0]","[-8.4985, -9.6969, -12.9915]","[15.0348, 19.3984, 75.3416]","[0.708, -18.8972, -18.8307]","[1.1861, -6.9115, -19.4533]","[0.0, 0.0, 0.0]","[6.5765, 12.7171, 18.175]","[-14.3218, -19.2088, 73.185]","[-0.9464, 12.0855, -18.1258]","[-2.6903, 10.1761, -29.5488]","[3.804, 2.1724, 3.3472]","[3.1883, 3.0057, 1.55]","[1.0393, 1.5007, -0.2577]","[-2.5805, 0.0267, -5.3718]","[12.701, -4.3139, 34.3431]","[4.8707, -0.9296, 12.5943]","[-0.0, -0.0, 0.0]","[-143.5532, -62.7781, 91.4209]","[120.8848, -56.0695, -86.3941]","[-0.0, 0.0, -54.3951]","[10.2051, 15.3944, 2.736]","[-7.125, 0.0, -0.0]","[-16.1361, 44.9785, 0.0088]","[-0.0, -0.0, 0.0]","[157.1612, 63.2917, 102.125]","[-115.8767, 57.3122, -82.2076]","[0.0, -0.0, -73.9835]","[-18.2089, 5.8704, -1.927]","[7.125, -0.0, -0.0]","[6.3012, -23.8081, 3.2402]"
789,"[1.4374, 14.9913, 0.4803, 5.9454, -36.8698, -26.9425]","[0.0, 0.0, 0.0]","[-8.2617, -9.626, -13.5002]","[15.3886, 19.4823, 76.4045]","[0.5914, -19.7898, -18.4517]","[1.0132, -6.4043, -17.962]","[0.0, 0.0, 0.0]","[6.3688, 12.7786, 18.4718]","[-14.5075, -19.2608, 73.7484]","[-1.0381, 13.1403, -19.1168]","[-3.1367, 10.9132, -31.9876]","[3.6881, 2.3875, 3.6153]","[2.8944, 3.3041, 1.5958]","[0.7816, 1.6509, -0.3472]","[-1.8882, -0.187, -5.2214]","[12.9167, -4.8597, 34.4488]","[4.7743, -1.0644, 12.6724]","[-0.0, 0.0, 0.0]","[-144.7959, -62.0929, 93.3625]","[121.1714, -55.9896, -86.6318]","[-0.0, 0.0, -54.3673]","[10.4506, 15.7054, 2.8583]","[-7.125, 0.0, -0.0]","[-16.0184, 45.3094, -0.1256]","[-0.0, 0.0, 0.0]","[157.8431, 63.8045, 102.2495]","[-116.0616, 57.2712, -82.3632]","[0.0, -0.0, -73.9736]","[-17.471, 6.5856, -2.0673]","[7.125, -0.0, -0.0]","[6.8267, -23.0906, 3.6274]"
790,"[1.43, 14.8793, 0.4612, 5.8681, -36.7235, -26.9708]","[0.0, 0.0, 0.0]","[-7.7933, -9.4974, -14.209]","[15.7548, 19.5623, 77.5002]","[0.5235, -20.3754, -18.2862]","[0.9515, -6.2121, -17.401]","[0.0, 0.0, 0.0]","[6.3559, 12.8661, 18.6011]","[-14.6713, -19.3051, 74.2446]","[-1.1379, 14.1279, -20.1255]","[-3.5124, 11.4816, -33.9218]","[3.3821, 2.2535, 3.8722]","[3.1316, 3.1247, 1.7058]","[1.1925, 1.5585, -0.4097]","[-2.3302, -0.0691, -5.1697]","[13.0673, -4.6812, 34.6502]","[4.9511, -1.0222, 12.7362]","[0.0, 0.0, 0.0]","[-145.3884, -62.1553, 93.5799]","[121.5952, -55.8697, -86.9828]","[-0.0, 0.0, -54.2734]","[10.435, 15.8237, 2.8749]","[-7.125, 0.0, -0.0]","[-16.0717, 45.4225, -0.1721]","[0.0, 0.0, 0.0]","[158.252, 63.5134, 103.0867]","[-116.3246, 57.2123, -82.5844]","[0.0, -0.0, -74.1121]","[-17.1092, 6.6417, -2.039]","[7.125, -0.0, -0.0]","[7.0909, -23.0466, 3.7771]"
791,"[1.4229, 14.7966, 0.4443, 5.9772, -36.4863, -27.0563]","[0.0, 0.0, 0.0]","[-7.6168, -9.4738, -14.8185]","[16.0767, 19.6269, 78.4602]","[0.4835, -20.9435, -18.3212]","[0.8691, -5.9441, -16.6222]","[0.0, 0.0, 0.0]","[6.0522, 12.8424, 18.7561]","[-14.7702, -19.3312, 74.5435]","[-1.232, 15.1085, -21.0653]","[-3.64, 11.6653, -34.5582]","[3.0831, 2.2555, 4.1773]","[3.0992, 3.1305, 1.7721]","[1.3135, 1.5599, -0.5265]","[-2.1512, -0.1233, -5.0651]","[12.9967, -4.784, 34.7211]","[4.8812, -1.0554, 12.7529]","[-0.0, 0.0, 0.0]","[-145.6357, -61.926, 93.9259]","[122.2386, -55.6833, -87.5148]","[-0.0, 0.0, -54.5273]","[10.7485, 15.7136, 2.9431]","[-7.125, 0.0, -0.0]","[-15.7539, 45.353, -0.1408]","[-0.0, 0.0, 0.0]","[158.1992, 63.6884, 103.2546]","[-116.4507, 57.1839, -82.6904]","[0.0, -0.0, -73.8369]","[-16.725, 6.7753, -2.0303]","[7.125, -0.0, -0.0]","[7.3688, -22.9234, 3.9484]"
792,"[1.4206, 14.7084, 0.4239, 6.0616, -36.3401, -27.0233]","[0.0, 0.0, 0.0]","[-7.3531, -9.3808, -15.6231]","[16.3982, 19.6861, 79.4158]","[0.4598, -21.396, -18.4142]","[0.8075, -5.735, -16.0173]","[0.0, 0.0, 0.0]","[5.7341, 12.9138, 18.795]","[-14.8669, -19.3562, 74.8355]","[-1.2906, 16.3306, -21.8238]","[-3.6457, 11.6733, -34.5859]","[2.685, 2.0363, 4.3868]","[3.3526, 2.8318, 1.814]","[1.8016, 1.407, -0.6324]","[-2.4779, 0.0721, -4.7326]","[12.7197, -4.3493, 34.8273]","[4.8812, -0.9444, 12.6698]","[-0.0, 0.0, 0.0]","[-144.5913, -62.3162, 92.3626]","[123.1168, -55.4205, -88.239]","[-0.0, 0.0, -54.679]","[10.6686, 15.6259, 2.9048]","[-7.125, 0.0, -0.0]","[-15.7969, 45.2582, -0.1033]","[-0.0, 0.0, 0.0]","[157.7028, 63.3495, 103.6485]","[-116.6207, 57.1452, -82.8333]","[0.0, -0.0, -73.7842]","[-16.4403, 6.609, -1.9451]","[7.125, -0.0, -0.0]","[7.5829, -23.1061, 4.0331]"
793,"[1.4236, 14.6268, 0.3975, 5.6957, -36.4506, -26.6108]","[0.0, 0.0, 0.0]","[-6.5932, -9.2012, -16.5574]","[16.7063, 19.7379, 80.3292]","[0.5539, -21.432, -19.0727]","[0.9564, -6.2273, -17.4455]","[0.0, 0.0, 0.0]","[5.976, 13.0803, 18.6702]","[-14.9588, -19.3795, 75.1126]","[-1.3582, 17.4343, -22.6103]","[-3.6979, 11.7471, -34.8432]","[3.0439, 2.0115, 4.6007]","[3.4068, 2.8197, 1.8854]","[1.6516, 1.4009, -0.6631]","[-2.364, 0.109, -4.7776]","[12.6954, -4.3216, 34.9266]","[4.8603, -0.9165, 12.7184]","[-0.0, -0.0, 0.0]","[-143.5932, -62.5485, 91.3373]","[123.764, -55.2206, -88.7712]","[-0.0, 0.0, -55.0653]","[10.1301, 15.5198, 2.7371]","[-7.125, 0.0, -0.0]","[-16.2443, 45.0914, -0.0377]","[-0.0, -0.0, 0.0]","[157.4203, 63.5867, 103.6538]","[-117.0325, 57.0502, -83.179]","[0.0, -0.0, -74.2441]","[-16.4375, 5.5463, -1.6333]","[7.125, -0.0, -0.0]","[7.6245, -24.2033, 3.8613]"
794,"[1.4291, 14.5553, 0.3656, 5.5529, -36.5475, -26.3444]","[0.0, 0.0, 0.0]","[-6.1204, -9.0091, -17.3739]","[16.9759, 19.7793, 81.1269]","[0.6476, -21.3914, -19.6734]","[1.0812, -6.6091, -18.5624]","[0.0, 0.0, 0.0]","[6.0159, 13.2976, 18.5326]","[-15.0539, -19.4031, 75.399]","[-1.4282, 18.4603, -23.3862]","[-3.6953, 11.7434, -34.8303]","[3.3864, 2.0539, 4.8718]","[3.2784, 2.9027, 1.9223]","[1.3151, 1.4428, -0.7529]","[-2.0879, 0.1007, -4.6682]","[12.6849, -4.3847, 34.9456]","[4.7981, -0.914, 12.7087]","[0.0, -0.0, 0.0]","[-143.0482, -62.3466, 91.0212]","[124.0093, -55.1433, -88.9727]","[-0.0, 0.0, -55.3365]","[9.4683, 14.9637, 2.4658]","[-7.125, 0.0, -0.0]","[-16.6515, 44.4766, 0.2215]","[0.0, -0.0, 0.0]","[156.8956, 63.8146, 103.1299]","[-117.2367, 57.0024, -83.3503]","[0.0, -0.0, -74.5731]","[-16.2312, 4.9084, -1.4269]","[7.125, -0.0, -0.0]","[7.806, -24.8672, 3.8336]"
795,"[1.437, 14.4951, 0.3291, 5.6752, -36.5282, -26.1548]","[0.0, 0.0, 0.0]","[-5.9831, -8.935, -18.1886]","[17.206, 19.8118, 81.8062]","[0.6929, -21.3401, -19.9437]","[1.0906, -6.6367, -18.6435]","[0.0, 0.0, 0.0]","[5.6077, 13.4291, 18.1659]","[-15.1499, -19.4264, 75.6878]","[-1.4796, 19.4824, -24.0472]","[-3.6637, 11.699, -34.6752]","[3.3028, 1.9263, 5.0812]","[3.2791, 2.7346, 2.023]","[1.3658, 1.3582, -0.7703]","[-2.1414, 0.2419, -4.4483]","[12.4762, -4.0653, 34.7806]","[4.7452, -0.8122, 12.548]","[-0.0, -0.0, 0.0]","[-142.6657, -62.2448, 90.5609]","[124.043, -55.1326, -89.0003]","[-0.0, 0.0, -55.1853]","[8.7992, 14.5135, 2.2215]","[-7.125, 0.0, -0.0]","[-17.0971, 43.9677, 0.4494]","[-0.0, -0.0, 0.0]","[156.4385, 63.5548, 103.0065]","[-117.4657, 56.9483, -83.5423]","[0.0, -0.0, -74.8811]","[-16.3683, 4.0306, -1.1827]","[7.125, -0.0, -0.0]","[7.7468, -25.7699, 3.6398]"
796,"[1.4495, 14.4425, 0.2831, 5.4259, -36.6566, -25.6398]","[0.0, 0.0, 0.0]","[-5.4047, -8.9468, -19.1428]","[17.4183, 19.8394, 82.4321]","[0.6581, -21.5437, -19.8229]","[0.9906, -6.3346, -17.7583]","[0.0, 0.0, 0.0]","[5.5572, 13.5185, 17.5227]","[-15.2553, -19.4515, 76.0045]","[-1.5424, 20.2168, -24.6753]","[-3.6856, 11.7298, -34.7828]","[3.7399, 2.0056, 5.2945]","[3.0987, 2.866, 2.124]","[0.9243, 1.4265, -0.7539]","[-1.6025, 0.1913, -4.3374]","[12.4084, -4.1579, 34.4197]","[4.5848, -0.8022, 12.3757]","[0.0, -0.0, 0.0]","[-142.405, -61.8047, 90.74]","[124.0384, -55.1341, -88.9965]","[-0.0, 0.0, -55.3488]","[9.5288, 14.5822, 2.42]","[-7.125, 0.0, -0.0]","[-16.4755, 44.1145, 0.3706]","[0.0, -0.0, 0.0]","[155.9828, 63.7802, 102.4435]","[-116.8938, 57.0824, -83.0626]","[0.0, -0.0, -74.1035]","[-15.5266, 5.5061, -1.527]","[7.125, -0.0, -0.0]","[8.3015, -24.2709, 4.1977]"
797,"[1.4634, 14.4057, 0.2363, 5.3321, -36.7163, -25.2434]","[0.0, 0.0, 0.0]","[-5.0969, -9.1093, -19.9363]","[17.5851, 19.8596, 82.9234]","[0.5964, -21.7478, -19.5281]","[0.8158, -5.7636, -16.1002]","[0.0, 0.0, 0.0]","[5.3082, 13.527, 16.9269]","[-15.3352, -19.4701, 76.2444]","[-1.5825, 20.9231, -25.1597]","[-3.6706, 11.7086, -34.7088]","[4.0005, 2.085, 5.5321]","[2.9263, 2.991, 2.246]","[0.5891, 1.4915, -0.7361]","[-1.135, 0.1294, -4.3578]","[12.3482, -4.269, 34.1391]","[4.4461, -0.8041, 12.269]","[-0.0, -0.0, 0.0]","[-141.9007, -61.3899, 90.4844]","[124.1027, -55.1137, -89.0492]","[-0.0, 0.0, -56.0196]","[10.6125, 15.0859, 2.7919]","[-7.125, 0.0, -0.0]","[-15.6732, 44.726, 0.1087]","[-0.0, -0.0, 0.0]","[155.2512, 63.9136, 101.4606]","[-116.4643, 57.1808, -82.7018]","[0.0, -0.0, -73.5388]","[-14.8212, 6.3733, -1.6825]","[7.125, -0.0, -0.0]","[8.781, -23.4041, 4.6232]"
798,"[1.4768, 14.389, 0.1967, 5.6014, -36.6915, -25.1265]","[0.0, 0.0, 0.0]","[-5.2935, -9.3229, -20.5]","[17.7227, 19.8752, 83.3284]","[0.6766, -21.2843, -19.8084]","[0.8637, -5.9262, -16.5704]","[0.0, 0.0, 0.0]","[4.6742, 13.5216, 16.4076]","[-15.3896, -19.4826, 76.4075]","[-1.6073, 21.5174, -25.5188]","[-3.6259, 11.6452, -34.4882]","[3.7293, 2.0416, 5.804]","[2.9413, 2.9299, 2.3465]","[0.7503, 1.4593, -0.7998]","[-1.1918, 0.1979, -4.0175]","[12.2428, -4.0608, 33.7731]","[4.4127, -0.749, 12.0187]","[-0.0, 0.0, 0.0]","[-140.8705, -61.0045, 89.1836]","[124.1912, -55.0855, -89.1219]","[-0.0, 0.0, -56.5337]","[10.4596, 15.2573, 2.7813]","[-7.125, 0.0, -0.0]","[-15.8644, 44.8751, 0.0502]","[-0.0, 0.0, 0.0]","[154.0826, 63.5312, 100.325]","[-116.0907, 57.2647, -82.3877]","[0.0, -0.0, -73.2014]","[-14.5039, 6.891, -1.7778]","[7.125, -0.0, -0.0]","[8.9894, -22.8865, 4.8437]"
799,"[1.4942, 14.3808, 0.1554, 5.7159, -36.7245, -24.9439]","[0.0, 0.0, 0.0]","[-5.3577, -9.5979, -21.0255]","[17.8398, 19.8877, 83.6726]","[0.7994, -20.474, -20.2087]","[1.105, -6.6791, -18.768]","[0.0, 0.0, 0.0]","[4.2049, 13.4772, 15.8357]","[-15.4397, -19.4939, 76.5575]","[-1.6188, 21.9906, -25.7606]","[-3.5517, 11.5387, -34.1188]","[3.5239, 1.9548, 6.1446]","[3.1119, 2.8164, 2.4667]","[1.0367, 1.3994, -0.8856]","[-1.4731, 0.318, -3.6988]","[12.0906, -3.7311, 33.4455]","[4.4169, -0.6687, 11.7793]","[0.0, -0.0, 0.0]","[-139.8498, -60.5317, 87.6196]","[124.1775, -55.0899, -89.1106]","[-0.0, 0.0, -56.7275]","[8.5658, 15.0676, 2.2423]","[-7.125, 0.0, -0.0]","[-17.4849, 44.4743, 0.2343]","[0.0, -0.0, 0.0]","[152.8134, 62.9135, 99.1637]","[-115.7377, 57.3427, -82.0906]","[0.0, -0.0, -72.8962]","[-14.4867, 7.212, -1.8578]","[7.125, -0.0, -0.0]","[8.9879, -22.56, 4.9109]"
800,"[1.5151, 14.3827, 0.1093, 5.8445, -36.7239, -24.757]","[0.0, 0.0, 0.0]","[-5.4664, -10.0779, -21.5746]","[17.9208, 19.896, 83.9107]","[0.7838, -19.9676, -19.8618]","[1.1218, -6.7279, -18.9118]","[0.0, 0.0, 0.0]","[3.6514, 13.3508, 15.1547]","[-15.4808, -19.5031, 76.6809]","[-1.5848, 22.5287, -25.7822]","[-3.4722, 11.4227, -33.7192]","[3.1873, 1.7957, 6.4413]","[3.3943, 2.5921, 2.6536]","[1.5237, 1.2836, -0.8877]","[-1.9045, 0.5113, -3.4681]","[11.8207, -3.241, 33.142]","[4.4206, -0.541, 11.5528]","[0.0, -0.0, 0.0]","[-138.9168, -60.1327, 85.8655]","[123.9588, -55.1593, -88.9312]","[-0.0, 0.0, -56.7892]","[6.4423, 14.9303, 1.6664]","[-7.125, 0.0, -0.0]","[-19.3058, 44.1054, 0.4436]","[0.0, -0.0, 0.0]","[151.5338, 62.0921, 98.2169]","[-115.4401, 57.4074, -81.84]","[0.0, -0.0, -72.5333]","[-14.4394, 7.6334, -1.959]","[7.125, -0.0, -0.0]","[9.0045, -22.1325, 5.0092]"
